run_group,subset,instances,table,first_method,second_method,paired_window_sizes,first_mean_rmse,first_median_rmse,second_mean_rmse,change_of_mean_rmse_pct,wins,ties,losses,wilcoxon_p,holm_p,cliff_delta
9,10%,595,baseline_rmse,Repo-Strat,,8,0.063330,0.062754,,,,,,,,
9,10%,595,baseline_rmse,Repo×Diff,,8,0.049993,0.048930,,,,,,,,
9,10%,595,baseline_rmse,Repo×Consist,,7,0.079401,0.082240,,,,,,,,
9,10%,595,consist_strat_vs_baseline,Consist-Strat,Random,7,0.025933,,0.050788,-48.94,7,0,0,0.0156,0.0781,1.000
9,10%,595,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,7,0.025933,,0.028117,-7.77,7,0,0,0.0156,0.0781,1.000
9,10%,595,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,7,0.025933,,0.062999,-58.84,7,0,0,0.0156,0.0781,1.000
9,10%,595,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,7,0.025933,,0.047638,-45.56,7,0,0,0.0156,0.0781,1.000
9,10%,595,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,7,0.025933,,0.079401,-67.34,7,0,0,0.0156,0.0781,1.000
9,10%,595,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,7,0.021488,,0.025933,-17.14,6,0,1,0.0469,0.4688,0.714
9,10%,595,centroid_pooled_vs_random,Centroid Pooled,Random,8,0.021900,,0.051186,-57.21,8,0,0,0.0078,0.0781,1.000
9,20%,595,baseline_rmse,Random,,8,0.033534,0.033603,,,,,,,,
9,20%,595,baseline_rmse,Diff-Strat,,8,0.018986,0.018668,,,,,,,,
9,20%,595,baseline_rmse,Consist-Strat,,7,0.016894,0.016647,,,,,,,,
9,20%,595,baseline_rmse,Repo-Strat,,8,0.073114,0.073410,,,,,,,,
9,20%,595,baseline_rmse,Repo×Diff,,8,0.075972,0.074620,,,,,,,,
9,20%,595,baseline_rmse,Repo×Consist,,7,0.073865,0.076814,,,,,,,,
9,20%,595,consist_strat_vs_baseline,Consist-Strat,Random,7,0.016894,,0.033262,-49.21,7,0,0,0.0156,0.0781,1.000
9,20%,595,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,7,0.016894,,0.018613,-9.23,7,0,0,0.0156,0.0781,1.000
9,20%,595,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,7,0.016894,,0.073047,-76.87,7,0,0,0.0156,0.0781,1.000
9,20%,595,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,7,0.016894,,0.074880,-77.44,7,0,0,0.0156,0.0781,1.000
9,20%,595,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,7,0.016894,,0.073865,-77.13,7,0,0,0.0156,0.0781,1.000
9,20%,595,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,7,0.011788,,0.016894,-30.22,6,0,1,0.0312,0.2188,0.714
9,20%,595,centroid_pooled_vs_random,Centroid Pooled,Random,8,0.012678,,0.033534,-62.19,8,0,0,0.0078,0.0781,1.000
9,30%,595,baseline_rmse,Random,,8,0.025786,0.025786,,,,,,,,
9,30%,595,baseline_rmse,Diff-Strat,,8,0.014558,0.014313,,,,,,,,
9,30%,595,baseline_rmse,Consist-Strat,,7,0.012936,0.012828,,,,,,,,
9,30%,595,baseline_rmse,Repo-Strat,,8,0.041229,0.040952,,,,,,,,
9,30%,595,baseline_rmse,Repo×Diff,,8,0.030207,0.030162,,,,,,,,
9,30%,595,baseline_rmse,Repo×Consist,,7,0.024519,0.023236,,,,,,,,
9,30%,595,consist_strat_vs_baseline,Consist-Strat,Random,7,0.012936,,0.025666,-49.60,7,0,0,0.0156,0.0781,1.000
9,30%,595,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,7,0.012936,,0.014265,-9.31,7,0,0,0.0156,0.0781,1.000
9,30%,595,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,7,0.012936,,0.041148,-68.56,7,0,0,0.0156,0.0781,1.000
9,30%,595,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,7,0.012936,,0.029699,-56.44,7,0,0,0.0156,0.0781,1.000
9,30%,595,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,7,0.012936,,0.024519,-47.24,7,0,0,0.0156,0.0781,1.000
9,30%,595,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,7,0.008707,,0.012936,-32.69,7,0,0,0.0156,0.1562,1.000
9,30%,595,centroid_pooled_vs_random,Centroid Pooled,Random,8,0.009061,,0.025786,-64.86,8,0,0,0.0078,0.0781,1.000
10,5%,580,baseline_rmse,Random,,9,0.074829,0.074414,,,,,,,,
10,5%,580,baseline_rmse,Diff-Strat,,9,0.042093,0.040967,,,,,,,,
10,5%,580,baseline_rmse,Consist-Strat,,8,0.037548,0.036700,,,,,,,,
10,5%,580,baseline_rmse,Repo-Strat,,9,0.075793,0.076069,,,,,,,,
10,5%,580,baseline_rmse,Repo×Diff,,9,0.095893,0.098332,,,,,,,,
10,5%,580,baseline_rmse,Repo×Consist,,8,0.068535,0.070929,,,,,,,,
10,5%,580,consist_strat_vs_baseline,Consist-Strat,Random,8,0.037548,,0.074395,-49.53,8,0,0,0.0078,0.0391,1.000
10,5%,580,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,8,0.037548,,0.041369,-9.24,8,0,0,0.0078,0.0391,1.000
10,5%,580,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,8,0.037548,,0.076024,-50.61,8,0,0,0.0078,0.0391,1.000
10,5%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,8,0.037548,,0.095487,-60.68,8,0,0,0.0078,0.0391,1.000
10,5%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,8,0.037548,,0.068535,-45.21,7,0,1,0.0156,0.0391,0.750
10,5%,580,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,8,0.046894,,0.037548,24.89,0,0,8,0.0078,0.0781,-1.000
10,5%,580,centroid_pooled_vs_random,Centroid Pooled,Random,9,0.047821,,0.074829,-36.09,9,0,0,0.0039,0.0391,1.000
10,10%,580,baseline_rmse,Random,,9,0.050836,0.051051,,,,,,,,
10,10%,580,baseline_rmse,Diff-Strat,,9,0.029206,0.028264,,,,,,,,
10,10%,580,baseline_rmse,Consist-Strat,,8,0.025600,0.025005,,,,,,,,
10,10%,580,baseline_rmse,Repo-Strat,,9,0.047077,0.046999,,,,,,,,
10,10%,580,baseline_rmse,Repo×Diff,,9,0.037020,0.037804,,,,,,,,
10,10%,580,baseline_rmse,Repo×Consist,,8,0.033727,0.034000,,,,,,,,
10,10%,580,consist_strat_vs_baseline,Consist-Strat,Random,8,0.025600,,0.050444,-49.25,8,0,0,0.0078,0.0391,1.000
10,10%,580,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,8,0.025600,,0.028635,-10.60,8,0,0,0.0078,0.0391,1.000
10,10%,580,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,8,0.025600,,0.047021,-45.56,8,0,0,0.0078,0.0391,1.000
10,10%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,8,0.025600,,0.036812,-30.46,8,0,0,0.0078,0.0391,1.000
10,10%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,8,0.025600,,0.033727,-24.10,6,0,2,0.0391,0.0391,0.500
10,10%,580,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,8,0.023951,,0.025600,-6.44,4,0,4,0.9453,1.0000,0.000
10,10%,580,centroid_pooled_vs_random,Centroid Pooled,Random,9,0.025156,,0.050836,-50.52,9,0,0,0.0039,0.0391,1.000
10,20%,580,baseline_rmse,Random,,9,0.034160,0.034236,,,,,,,,
10,20%,580,baseline_rmse,Diff-Strat,,9,0.019549,0.018880,,,,,,,,
10,20%,580,baseline_rmse,Consist-Strat,,8,0.017113,0.016723,,,,,,,,
10,20%,580,baseline_rmse,Repo-Strat,,9,0.031623,0.031524,,,,,,,,
10,20%,580,baseline_rmse,Repo×Diff,,9,0.016918,0.016938,,,,,,,,
10,20%,580,baseline_rmse,Repo×Consist,,8,0.049295,0.053828,,,,,,,,
10,20%,580,consist_strat_vs_baseline,Consist-Strat,Random,8,0.017113,,0.033935,-49.57,8,0,0,0.0078,0.0391,1.000
10,20%,580,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,8,0.017113,,0.019180,-10.78,8,0,0,0.0078,0.0391,1.000
10,20%,580,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,8,0.017113,,0.031574,-45.80,8,0,0,0.0078,0.0391,1.000
10,20%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,8,0.017113,,0.016529,3.53,3,0,5,0.3828,0.3828,-0.250
10,20%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,8,0.017113,,0.049295,-65.28,8,0,0,0.0078,0.0391,1.000
10,20%,580,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,8,0.011351,,0.017113,-33.67,8,0,0,0.0078,0.0781,1.000
10,20%,580,centroid_pooled_vs_random,Centroid Pooled,Random,9,0.012426,,0.034160,-63.62,9,0,0,0.0039,0.0391,1.000
10,30%,580,baseline_rmse,Random,,9,0.026010,0.025972,,,,,,,,
10,30%,580,baseline_rmse,Diff-Strat,,9,0.014840,0.014530,,,,,,,,
10,30%,580,baseline_rmse,Consist-Strat,,8,0.013138,0.012845,,,,,,,,
10,30%,580,baseline_rmse,Repo-Strat,,9,0.030163,0.030459,,,,,,,,
10,30%,580,baseline_rmse,Repo×Diff,,9,0.021638,0.021897,,,,,,,,
10,30%,580,baseline_rmse,Repo×Consist,,8,0.037292,0.038546,,,,,,,,
10,30%,580,consist_strat_vs_baseline,Consist-Strat,Random,8,0.013138,,0.025821,-49.12,8,0,0,0.0078,0.0391,1.000
10,30%,580,consist_strat_vs_baseline,Consist-Strat,Diff-Strat,8,0.013138,,0.014590,-9.95,8,0,0,0.0078,0.0391,1.000
10,30%,580,consist_strat_vs_baseline,Consist-Strat,Repo-Strat,8,0.013138,,0.030438,-56.84,8,0,0,0.0078,0.0391,1.000
10,30%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Diff,8,0.013138,,0.021576,-39.11,8,0,0,0.0078,0.0391,1.000
10,30%,580,consist_strat_vs_baseline,Consist-Strat,Repo×Consist,8,0.013138,,0.037292,-64.77,8,0,0,0.0078,0.0391,1.000
10,30%,580,centroid_pooled_vs_consist_strat,Centroid Pooled,Consist-Strat,8,0.008486,,0.013138,-35.41,8,0,0,0.0078,0.0781,1.000
10,30%,580,centroid_pooled_vs_random,Centroid Pooled,Random,9,0.009646,,0.026010,-62.91,9,0,0,0.0039,0.0391,1.000
5,,124,resolve_rate_per_run_pct,lowest 46.0,highest 48.4,5,,,,2.4,,,,,,
6,,321,resolve_rate_per_run_pct,lowest 49.2,highest 52.0,6,,,,2.8,,,,,,
7,,966,resolve_rate_per_run_pct,lowest 43.6,highest 45.8,7,,,,2.2,,,,,,
8,,602,resolve_rate_per_run_pct,lowest 46.7,highest 48.8,8,,,,2.2,,,,,,
9,,595,resolve_rate_per_run_pct,lowest 44.2,highest 46.4,9,,,,2.2,,,,,,
10,,580,resolve_rate_per_run_pct,lowest 47.9,highest 51.4,10,,,,3.4,,,,,,
